# x(m), q(W/m2)
2.385170000000000012e+00,4.663190000000000000e+05
2.385549999999999837e+00,4.720860000000000000e+05
2.385930000000000106e+00,4.777820000000000000e+05
2.386299999999999866e+00,4.834070000000000000e+05
2.386680000000000135e+00,4.889570000000000000e+05
2.387059999999999960e+00,4.944320000000000000e+05
2.387439999999999785e+00,4.998300000000000000e+05
2.387820000000000054e+00,5.051490000000000000e+05
2.388189999999999813e+00,5.103860000000000000e+05
2.388570000000000082e+00,5.155380000000000000e+05
2.388949999999999907e+00,5.206030000000000000e+05
2.389330000000000176e+00,5.255780000000000000e+05
2.389699999999999935e+00,5.304570000000000000e+05
2.390080000000000204e+00,5.352360000000000000e+05
2.390460000000000029e+00,5.399090000000000000e+05
2.390839999999999854e+00,5.444680000000000000e+05
2.391220000000000123e+00,5.489030000000000000e+05
2.391589999999999883e+00,5.532030000000000000e+05
2.391970000000000152e+00,5.573560000000000000e+05
2.392349999999999977e+00,5.613450000000000000e+05
2.392729999999999801e+00,5.651620000000000000e+05
2.393110000000000070e+00,5.688250000000000000e+05
2.393479999999999830e+00,5.723240000000000000e+05
2.393860000000000099e+00,5.756060000000000000e+05
2.394239999999999924e+00,5.786360000000000000e+05
2.394239999999999924e+00,5.786360000000000000e+05
2.394620000000000193e+00,5.813900000000000000e+05
2.394989999999999952e+00,5.838420000000000000e+05
2.395370000000000221e+00,5.859670000000000000e+05
2.395750000000000046e+00,5.877780000000000000e+05
2.396129999999999871e+00,5.893010000000000000e+05
2.396510000000000140e+00,5.905070000000000000e+05
2.396879999999999900e+00,5.913580000000000000e+05
2.397260000000000169e+00,5.918300000000000000e+05
2.397639999999999993e+00,5.919680000000000000e+05
2.398019999999999818e+00,5.918240000000000000e+05
2.398400000000000087e+00,5.913800000000000000e+05
2.398769999999999847e+00,5.906220000000000000e+05
2.399150000000000116e+00,5.896050000000000000e+05
2.399529999999999941e+00,5.883730000000000000e+05
2.399910000000000210e+00,5.869190000000000000e+05
2.400279999999999969e+00,5.852760000000000000e+05
2.400659999999999794e+00,5.834840000000000000e+05
2.401040000000000063e+00,5.815480000000000000e+05
2.401419999999999888e+00,5.794940000000000000e+05
2.401800000000000157e+00,5.773380000000000000e+05
2.402169999999999916e+00,5.750970000000000000e+05
2.402550000000000185e+00,5.727870000000000000e+05
2.402930000000000010e+00,5.704170000000000000e+05
2.403309999999999835e+00,5.679950000000000000e+05
2.403680000000000039e+00,5.655310000000000000e+05
2.404059999999999864e+00,5.630310000000000000e+05
2.404440000000000133e+00,5.605010000000000000e+05
2.404819999999999958e+00,5.579460000000000000e+05
2.405199999999999783e+00,5.553720000000000000e+05
2.405569999999999986e+00,5.527820000000000000e+05
2.405949999999999811e+00,5.501790000000000000e+05
2.406330000000000080e+00,5.475670000000000000e+05
2.406709999999999905e+00,5.449480000000000000e+05
2.407080000000000108e+00,5.423270000000000000e+05
2.407459999999999933e+00,5.397070000000000000e+05
2.407840000000000202e+00,5.370910000000000000e+05
2.408220000000000027e+00,5.344850000000000000e+05
2.408599999999999852e+00,5.318920000000000000e+05
2.408970000000000056e+00,5.293170000000000000e+05
2.409349999999999881e+00,5.267620000000000000e+05
2.409730000000000150e+00,5.242300000000000000e+05
2.410109999999999975e+00,5.217190000000000000e+05
2.410489999999999799e+00,5.192300000000000000e+05
2.410860000000000003e+00,5.167620000000000000e+05
2.411239999999999828e+00,5.143140000000000000e+05
2.411620000000000097e+00,5.118860000000000000e+05
2.411999999999999922e+00,5.094780000000000000e+05
2.412370000000000125e+00,5.070900000000000000e+05
2.412749999999999950e+00,5.047230000000000000e+05
2.413130000000000219e+00,5.023770000000000000e+05
2.413130000000000219e+00,5.023770000000000000e+05
2.413510000000000044e+00,5.000530000000000000e+05
2.413889999999999869e+00,4.977530000000000000e+05
2.414260000000000073e+00,4.954790000000000000e+05
2.414639999999999898e+00,4.932320000000000000e+05
2.415020000000000167e+00,4.910190000000000000e+05
2.415399999999999991e+00,4.888420000000000000e+05
2.415770000000000195e+00,4.867060000000000000e+05
2.416150000000000020e+00,4.846170000000000000e+05
2.416529999999999845e+00,4.825760000000000000e+05
2.416910000000000114e+00,4.805850000000000000e+05
2.417289999999999939e+00,4.786440000000000000e+05
2.417660000000000142e+00,4.767500000000000000e+05
2.418039999999999967e+00,4.748990000000000000e+05
2.418419999999999792e+00,4.730870000000000000e+05
2.418800000000000061e+00,4.713100000000000000e+05
2.419179999999999886e+00,4.695640000000000000e+05
2.419550000000000090e+00,4.678480000000000000e+05
2.419929999999999914e+00,4.661620000000000000e+05
2.420310000000000183e+00,4.645080000000000000e+05
2.420690000000000008e+00,4.628890000000000000e+05
2.421060000000000212e+00,4.613050000000000000e+05
2.421440000000000037e+00,4.597590000000000000e+05
2.421819999999999862e+00,4.582510000000000000e+05
2.422200000000000131e+00,4.567790000000000000e+05
2.422579999999999956e+00,4.553430000000000000e+05
2.422950000000000159e+00,4.539400000000000000e+05
2.423329999999999984e+00,4.525680000000000000e+05
2.423709999999999809e+00,4.512260000000000000e+05
2.424090000000000078e+00,4.499110000000000000e+05
2.424459999999999837e+00,4.486220000000000000e+05
2.424840000000000106e+00,4.473590000000000000e+05
2.425219999999999931e+00,4.461210000000000000e+05
2.425600000000000200e+00,4.449090000000000000e+05
2.425980000000000025e+00,4.437240000000000000e+05
2.426349999999999785e+00,4.425670000000000000e+05
2.426730000000000054e+00,4.414380000000000000e+05
2.426730000000000054e+00,4.414380000000000000e+05
2.427109999999999879e+00,4.403390000000000000e+05
2.427490000000000148e+00,4.392680000000000000e+05
2.427869999999999973e+00,4.382260000000000000e+05
2.428240000000000176e+00,4.372120000000000000e+05
2.428620000000000001e+00,4.362220000000000000e+05
2.428999999999999826e+00,4.352540000000000000e+05
2.429380000000000095e+00,4.343070000000000000e+05
2.429749999999999854e+00,4.333760000000000000e+05
2.430130000000000123e+00,4.324610000000000000e+05
2.430509999999999948e+00,4.315600000000000000e+05
2.430890000000000217e+00,4.306710000000000000e+05
2.431270000000000042e+00,4.297940000000000000e+05
2.431639999999999802e+00,4.289290000000000000e+05
2.432020000000000071e+00,4.280770000000000000e+05
2.432399999999999896e+00,4.272390000000000000e+05
2.432780000000000165e+00,4.264140000000000000e+05
2.433149999999999924e+00,4.256050000000000000e+05
2.433530000000000193e+00,4.248100000000000000e+05
2.433910000000000018e+00,4.240310000000000000e+05
2.434289999999999843e+00,4.232670000000000000e+05
2.434670000000000112e+00,4.225190000000000000e+05
2.435039999999999871e+00,4.217840000000000000e+05
2.435420000000000140e+00,4.210640000000000000e+05
2.435799999999999965e+00,4.203560000000000000e+05
2.436179999999999790e+00,4.196600000000000000e+05
2.436560000000000059e+00,4.189750000000000000e+05
2.436929999999999819e+00,4.183000000000000000e+05
2.437310000000000088e+00,4.176350000000000000e+05
2.437689999999999912e+00,4.169790000000000000e+05
2.438070000000000181e+00,4.163320000000000000e+05
2.438439999999999941e+00,4.156940000000000000e+05
2.438820000000000210e+00,4.150650000000000000e+05
2.439200000000000035e+00,4.144440000000000000e+05
2.439579999999999860e+00,4.138320000000000000e+05
2.439960000000000129e+00,4.132280000000000000e+05
2.440329999999999888e+00,4.126310000000000000e+05
2.440710000000000157e+00,4.120420000000000000e+05
2.441089999999999982e+00,4.114590000000000000e+05
2.441469999999999807e+00,4.108820000000000000e+05
2.441840000000000011e+00,4.103110000000000000e+05
2.442219999999999835e+00,4.097460000000000000e+05
2.442600000000000104e+00,4.091840000000000000e+05
2.442979999999999929e+00,4.086270000000000000e+05
2.443360000000000198e+00,4.080740000000000000e+05
2.443729999999999958e+00,4.075260000000000000e+05
2.444109999999999783e+00,4.069810000000000000e+05
2.444490000000000052e+00,4.064400000000000000e+05
